harga,lb,lt,kt,km,grs
11000000000,769,400,4,3,1
33000000000,329,526,5,4,1
85000000000,770,500,4,4,1
3000000000,250,267,4,4,1
65000000000,586,600,5,4,1
7350000000,200,444,27,27,1
40000000000,340,850,5,5,1
1.2E+11,1050,998,5,5,1
1.1E+11,1050,2500,8,5,1
50000000000,912,600,5,4,1
5150000000,144,285,4,3,1
12500000000,875,578,6,5,1
2950000000,82,145,3,3,1
28000000000,490,500,5,4,1
15700000000,860,350,5,4,1
14900000000,291,400,4,4,0
15000000000,542,452,5,5,1
14500000000,325,450,3,3,1
72000000000,855,589,5,3,1
5200000000,390,250,3,2,1
7500000000,105,275,3,3,1
75000000000,3000,2000,4,4,1
8500000000,226,330,5,5,1
12500000000,340,419,4,4,0
6100000000,199,350,4,4,1
1280000000,72,78,3,2,0
30000000000,1100,800,5,6,1
11000000000,459,500,5,5,1
22900000000,680,850,4,4,0
9500000000,460,550,4,5,0
4970000000,161,300,5,3,0
42000000000,709,500,3,4,0
11000000000,256,350,4,4,1
28000000000,997,800,4,5,1
29900000000,680,650,6,6,0
12900000000,1145,400,6,4,0
4800000000,340,275,4,3,1
7000000000,248,240,4,2,0
15000000000,291,400,4,4,1
15000000000,1148,500,4,4,1
7300000000,385,270,3,2,1
4200000000,151,145,4,4,1
4500000000,203,100,4,3,1
23200000000,400,350,4,3,1
34000000000,525,525,4,4,1
7500000000,149,325,5,3,0
550000000,84,50,2,1,0
22000000000,616,800,6,5,1
1200000000,60,70,3,2,1
38000000000,320,1000,5,5,1
21000000000,560,700,5,5,1
60000000000,610,700,4,4,1
5800000000,126,256,3,3,1
15500000000,216,300,6,8,0
45000000000,483,1100,5,5,1
2700000000,310,400,6,4,1
1700000000,213,125,4,4,1
3250000000,146,70,6,2,1
7700000000,422,400,4,4,1
19700000000,903,600,3,3,1
1750000000,133,140,3,3,1
6750000000,350,200,3,2,1
30000000000,3000,500,4,4,1
23000000000,348,468,4,4,1
5000000000,212,195,4,3,1
55000000000,4035,1500,6,6,0
4800000000,290,240,4,3,1
430000000,25,40,2,2,0
4900000000,130,320,3,2,1
15000000000,290,400,4,3,1
28000000000,404,837,4,4,1
13000000000,616,600,5,4,1
15500000000,480,600,22,10,1
10500000000,1000,476,5,5,1
6500000000,250,280,3,2,1
4050000000,468,500,5,4,1
9000000000,355,400,6,5,1
5900000000,403,200,4,3,1
6500000000,400,300,4,4,1
8500000000,540,450,5,4,1
32000000000,325,600,4,8,1
21000000000,250,400,3,3,1
18000000000,290,450,4,3,1
8500000000,529,315,4,4,1
2800000000,170,169,4,4,0
28000000000,830,400,8,4,0
2950000000,170,230,5,2,0
7300000000,230,350,5,3,1
11000000000,268,400,5,4,1
5900000000,160,176,3,2,1
8000000000,555,284,4,5,1
4000000000,164,217,3,3,1
1300000000,62,110,3,3,1
1230000000,60,65,2,2,0
1200000000,65,60,2,2,1
38000000000,316,1000,5,5,1
4500000000,567,300,3,2,1
6000000000,347,120,4,3,1
25000000000,700,1200,5,7,1
7500000000,186,380,3,4,0
7000000000,200,300,3,3,0
15000000000,702,451,4,4,1
1E+11,945,700,4,4,1
3600000000,105,136,3,2,0
6500000000,210,330,4,4,0
29000000000,300,295,4,3,0
95000000000,3300,600,5,4,0
28000000000,404,837,4,4,0
10500000000,507,480,6,5,1
4970000000,154,300,5,3,1
68000000000,814,494,5,5,1
15000000000,291,400,7,6,1
2480000000,120,160,4,3,0
13500000000,380,400,5,4,1
11000000000,378,350,4,1,1
2190000000,111,125,3,2,1
4350000000,105,220,3,3,1
7800000000,206,300,4,4,1
30000000000,458,400,4,4,0
42000000000,630,500,5,4,1
1800000000,111,160,4,3,0
3900000000,360,250,5,3,0
1.69E+11,2122,1024,10,5,0
7500000000,220,305,4,4,0
27000000000,1752,712,3,2,1
6800000000,210,262,4,3,1
10500000000,300,378,4,3,0
13750000000,500,640,5,6,1
6900000000,210,330,4,4,1
5800000000,122,240,3,3,1
5500000000,180,350,4,3,1
6900000000,450,600,5,6,1
5900000000,160,300,3,2,1
28000000000,488,450,5,3,1
20000000000,292,800,27,27,0
77500000000,1148,1200,8,6,1
3250000000,105,140,3,3,1
1600000000,229,160,3,2,0
15000000000,400,500,4,5,1
25000000000,674,500,5,4,1
2200000000,105,124,3,3,1
6750000000,200,180,2,2,0
3600000000,136,180,3,2,0
1450000000,76,130,3,3,0
6400000000,235,310,5,4,1
1750000000,133,130,3,3,1
6750000000,187,337,6,4,1
85000000000,1180,1200,5,6,1
65000000000,472,1200,5,5,1
21000000000,321,800,5,6,1
4500000000,972,350,4,3,1
1530000000,78,107,3,3,0
3500000000,169,215,4,4,1
1100000000,65,100,3,3,1
3700000000,540,350,4,2,1
16000000000,488,550,6,5,1
4500000000,209,270,4,4,1
29000000000,692,400,4,3,0
1700000000,102,140,4,3,0
1250000000,63,110,3,3,0
